task_id,trial_id,model,prompt_hash,taxonomy_version,success,stage,error_type,signature,returncode,gen_elapsed_sec,elapsed_sec,patch_lines_added,patch_lines_removed,files_changed,timestamp,seed
pytest-dev__pytest-5227,0,Qwen/Qwen2.5-Coder-7B-Instruct,90ceaff90fd2bb1f691bcb30001038558bce14ee89fb7928704a26ec3fea3059,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.8567047119140625,0.4607200622558594,2,2,1,2026-02-12T20:22:36.043837,42
pytest-dev__pytest-5413,0,Qwen/Qwen2.5-Coder-7B-Instruct,bcbc4d0b590cc1a88bd28705d76309f5234fd92ab8c3bba8fef9551bde9807f4,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4021503925323486,0.5110416412353516,1,1,1,2026-02-12T20:22:38.361891,42
pytest-dev__pytest-5495,0,Qwen/Qwen2.5-Coder-7B-Instruct,460aa643df711ac50b8f68c47d4fc55373ab52c1c828511145c0d8f277ca099f,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.6661412715911865,0.49533891677856445,1,1,1,2026-02-12T20:22:40.275527,42
pytest-dev__pytest-5692,0,Qwen/Qwen2.5-Coder-7B-Instruct,b8d516f74b45a05ed144479699beed7b07db23625f795f9008e6f3f3d71e5079,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.5656919479370117,0.4947218894958496,6,0,1,2026-02-12T20:22:42.437597,42
pytest-dev__pytest-6116,0,Qwen/Qwen2.5-Coder-7B-Instruct,6f55f294e2db80d48582d37a1c359416fb8fad22e8a3443fc83f02d5a7351411,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.239089012145996,0.6511757373809814,1,0,1,2026-02-12T20:22:45.498582,42
pytest-dev__pytest-7168,0,Qwen/Qwen2.5-Coder-7B-Instruct,eedadc34b0b6c1457204722924ca798c0a16a462d4a8d952a9197547cb27c0a5,B-v2-step2-A,False,GEN,GEN_FAIL,llm_call_fail,,0.011871099472045898,0.011871099472045898,0,0,0,2026-02-12T20:22:47.389259,42
pytest-dev__pytest-7220,0,Qwen/Qwen2.5-Coder-7B-Instruct,97196b8f7032e3f1f83eb3d58d3152abe7aefc7e4d2095721a814e65afaa7e18,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.3866047859191895,0.4510502815246582,3,3,1,2026-02-12T20:22:47.401335,42
pytest-dev__pytest-7373,0,Qwen/Qwen2.5-Coder-7B-Instruct,51b2c3ddf20b53abc0e24986440c1c0a5fe2579c476cb6330a42840357749495,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,5.480826139450073,0.4628455638885498,2,12,2,2026-02-12T20:22:50.239647,42
pytest-dev__pytest-7432,0,Qwen/Qwen2.5-Coder-7B-Instruct,5ef9984f0a8fe11fc592b30a0219dfa4fb586ccfecf533fe88b58843de82b5e0,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.7468228340148926,0.4618816375732422,1,1,1,2026-02-12T20:22:56.183800,42
pytest-dev__pytest-7490,0,Qwen/Qwen2.5-Coder-7B-Instruct,b16ae4584dc8c38e049b610a387604c51bc8e57a364f5be08aa8b9f28a27bf86,B-v2-step2-A,False,GEN,GEN_FAIL,llm_call_fail,,0.015162467956542969,0.015162467956542969,0,0,0,2026-02-12T20:22:58.393198,42
pytest-dev__pytest-8365,0,Qwen/Qwen2.5-Coder-7B-Instruct,2a1f57286b48a90f553389ecc93b3b0d7f1a25d0ae79e6550e4d3d6f117b7277,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.523122787475586,0.47994422912597656,6,1,1,2026-02-12T20:22:58.408633,42
pytest-dev__pytest-8906,0,Qwen/Qwen2.5-Coder-7B-Instruct,8bbb13c09b7626b11edbdbda777e0ed4026ffbe2035059f245914924eb717c21,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.8677680492401123,0.4785726070404053,9,0,2,2026-02-12T20:23:02.412150,42
pytest-dev__pytest-9359,0,Qwen/Qwen2.5-Coder-7B-Instruct,80f0cbf5b3ca241ff06e08df4d9875675ad98e556adc03b2c7dddeac8dc94177,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.425006628036499,0.4689137935638428,1,1,1,2026-02-12T20:23:05.759009,42
scikit-learn__scikit-learn-10297,0,Qwen/Qwen2.5-Coder-7B-Instruct,90ee9a0fe660126c573985193d31a2dd85d90a91ace5eb1feaf389ac5d599e7a,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.621391773223877,0.49672532081604004,2,0,1,2026-02-12T20:23:07.653525,42
scikit-learn__scikit-learn-10508,0,Qwen/Qwen2.5-Coder-7B-Instruct,21d797874348650b0b78f0e6961450b0759dc9488bcb1d2313e9127c023ca210,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.622173309326172,0.46463608741760254,7,0,1,2026-02-12T20:23:10.772277,42
scikit-learn__scikit-learn-10949,0,Qwen/Qwen2.5-Coder-7B-Instruct,b964d8c7ca0446c0536eac75c1dc0c7e4053e9d94f10a1e17d3f0338516ece68,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.393429756164551,0.4996309280395508,3,0,1,2026-02-12T20:23:13.859518,42
scikit-learn__scikit-learn-11040,0,Qwen/Qwen2.5-Coder-7B-Instruct,30980f5f54cadc3820c6937d0546ea5354f01be47b6f467b1eed13f939a6a702,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.1347455978393555,0.4721999168395996,8,0,2,2026-02-12T20:23:16.753155,42
scikit-learn__scikit-learn-11281,0,Qwen/Qwen2.5-Coder-7B-Instruct,2e87a44e17ad9283d5acc4eb2fcd2370e6363b188d38c8c7ac691db8586efa35,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_hunk_failed,1,20.485636234283447,0.4823191165924072,3,0,1,2026-02-12T20:23:21.360551,42
scikit-learn__scikit-learn-12471,0,Qwen/Qwen2.5-Coder-7B-Instruct,61b5ef4eabb23ea7f4ded722027d201bab9682b5d176a65f3636acdd053a9460,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.803560495376587,0.4890763759613037,4,0,1,2026-02-12T20:23:42.329294,42
scikit-learn__scikit-learn-13142,0,Qwen/Qwen2.5-Coder-7B-Instruct,895662ff4d95eb6fede4ea57c1ceceb1e5117f8bc4b3546d243ce8cabf1fcbec,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,4.43560004234314,0.534290075302124,8,0,1,2026-02-12T20:23:44.622345,42
scikit-learn__scikit-learn-13241,0,Qwen/Qwen2.5-Coder-7B-Instruct,2524a2883718afc656e9b96fa6a043faed86eb8f2fe464964ebed1f7999510dc,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.4997503757476807,0.46248555183410645,1,1,1,2026-02-12T20:23:49.592673,42
scikit-learn__scikit-learn-13439,0,Qwen/Qwen2.5-Coder-7B-Instruct,3b542b03144166541a68e90ac58b87d534d51b8d5719a0c6ef92fb2e9c307b21,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.3914728164672852,0.4676992893218994,2,0,1,2026-02-12T20:23:51.555515,42
scikit-learn__scikit-learn-13496,0,Qwen/Qwen2.5-Coder-7B-Instruct,6f0b73256c1d49e5e01b29127db1bd2a4332f4da700c0ffecaecd78434a64219,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,11.19308066368103,0.4661707878112793,21,0,3,2026-02-12T20:23:53.415240,42
scikit-learn__scikit-learn-13497,0,Qwen/Qwen2.5-Coder-7B-Instruct,fd4a14192cdd98c45e08b886c31c47763f31570c69aae75b8ab3620f3865051a,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_hunk_failed,1,2.3161814212799072,0.4543423652648926,2,2,1,2026-02-12T20:24:05.074945,42
scikit-learn__scikit-learn-13584,0,Qwen/Qwen2.5-Coder-7B-Instruct,501baac5ab6559c4b69c6ef491b1cfbef862b28d6775efc389af5b6ba8545b50,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.3919272422790527,0.45960283279418945,1,1,1,2026-02-12T20:24:07.846031,42
scikit-learn__scikit-learn-13779,0,Qwen/Qwen2.5-Coder-7B-Instruct,f8792360a500cc9ab17414c9d30e06a86074c3205132f398df89c869eb080ed9,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.7206733226776123,0.47043347358703613,3,0,1,2026-02-12T20:24:09.698089,42
scikit-learn__scikit-learn-14087,0,Qwen/Qwen2.5-Coder-7B-Instruct,f6d9d39b24dbd43604b49e48d7c7ab303098422da201bd7be6202ac93b8a14f1,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,1.904118299484253,0.4851417541503906,1,1,1,2026-02-12T20:24:11.889717,42
scikit-learn__scikit-learn-14092,0,Qwen/Qwen2.5-Coder-7B-Instruct,54fece9029e644e3650b97911010ce0fcce389d05c520e9652d2df1bd12b8a5f,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,3.560195207595825,0.47544097900390625,2,2,2,2026-02-12T20:24:14.279402,42
scikit-learn__scikit-learn-14894,0,Qwen/Qwen2.5-Coder-7B-Instruct,89145f2b85a7003c5719097dbb4671cceff246e8a45a9e7117e0b9636ac9206b,B-v2-step2-A,False,PATCH,PATCH_FAIL,git_apply_corrupt_patch,128,2.262805700302124,0.5079550743103027,1,1,1,2026-02-12T20:24:18.315454,42
