task_id,trial_id,model,prompt_hash,taxonomy_version,success,stage,error_type,signature,returncode,gen_elapsed_sec,elapsed_sec,context_used,context_num_files,repo_context_preview,format_used,format_ok,format_reason,apply_check_ok,apply_check_reason,patch_lines_added,patch_lines_removed,files_changed,timestamp,seed
django__django-13768,0,Qwen/Qwen2.5-Coder-7B-Instruct,41600b743e993c8fea8ad3984a00e920db8f8249e408a3251f65a2b1394b9083,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,1.8538334369659424,1.8538334369659424,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 13,False,git_apply_corrupt_patch:error: corrupt patch at line 13,0,0,0,2026-02-17T13:26:39.145105,42
django__django-13925,0,Qwen/Qwen2.5-Coder-7B-Instruct,52b3d69b52a350c5e76f6c9f64b29917b4d09fdf4137f9481a9ed607a661e2b0,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,1.085989236831665,1.085989236831665,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 11,False,git_apply_corrupt_patch:error: corrupt patch at line 11,0,0,0,2026-02-17T13:26:42.760206,42
django__django-13933,0,Qwen/Qwen2.5-Coder-7B-Instruct,282aa826a64985b49d6ec6e18d6e5fbe479c7302cedb22bb71003db4a9c20cac,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,1.5508499145507812,1.5508499145507812,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 13,False,git_apply_corrupt_patch:error: corrupt patch at line 13,0,0,0,2026-02-17T13:26:44.858569,42
django__django-13964,0,Qwen/Qwen2.5-Coder-7B-Instruct,80dc4582f20b64d6480eae3859bf8411bfa97a2c93fc591473ea4d76d95187cc,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,1.4692411422729492,1.4692411422729492,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 12,False,git_apply_corrupt_patch:error: corrupt patch at line 12,0,0,0,2026-02-17T13:26:47.886233,42
django__django-14016,0,Qwen/Qwen2.5-Coder-7B-Instruct,0fd60eec5416d3e85dea0a0fadcb40152c9b9c880585b83a535b034cdf61da20,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,2.062324047088623,2.062324047088623,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 21,False,git_apply_corrupt_patch:error: corrupt patch at line 21,0,0,0,2026-02-17T13:26:50.746437,42
django__django-14017,0,Qwen/Qwen2.5-Coder-7B-Instruct,31c7d760010385cbc142a1cd8c2381f892cb4c2db7cf092f81e64e86903a98b6,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,1.5106911659240723,1.5106911659240723,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 14,False,git_apply_corrupt_patch:error: corrupt patch at line 14,0,0,0,2026-02-17T13:26:54.794212,42
django__django-14155,0,Qwen/Qwen2.5-Coder-7B-Instruct,063cae90953d7a91366821f52da9ac5e7045569c2714e65025ddba6ad5e05ae3,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,2.1250360012054443,2.1250360012054443,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 23,False,git_apply_corrupt_patch:error: corrupt patch at line 23,0,0,0,2026-02-17T13:26:57.746428,42
django__django-14238,0,Qwen/Qwen2.5-Coder-7B-Instruct,e17ca3471a1da3b04dc7d1fd7db914e0314a53c2087345d337172ffa740bc962,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,2.7801597118377686,2.7801597118377686,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 26,False,git_apply_corrupt_patch:error: corrupt patch at line 26,0,0,0,2026-02-17T13:27:01.928854,42
django__django-14382,0,Qwen/Qwen2.5-Coder-7B-Instruct,8a7d1eca29d48367065d85a9b83e2e65da2d8f64831f464c38ccce3026f2689e,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,1.5930662155151367,1.5930662155151367,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 13,False,git_apply_corrupt_patch:error: corrupt patch at line 13,0,0,0,2026-02-17T13:27:07.424849,42
django__django-14411,0,Qwen/Qwen2.5-Coder-7B-Instruct,71f8fdfc2e0440b2f4981f8fcd842adae681a7bad5d38deb85c6493f3b5299ea,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,0.9887218475341797,0.9887218475341797,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 9,False,git_apply_corrupt_patch:error: corrupt patch at line 9,0,0,0,2026-02-17T13:27:10.537004,42
django__django-14534,0,Qwen/Qwen2.5-Coder-7B-Instruct,d88e2ad1688f9b582a0dec63ace96fca3947f7ce5a8fd8c850ebd4ea965e8ca8,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,1.201505422592163,1.201505422592163,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 12,False,git_apply_corrupt_patch:error: corrupt patch at line 12,0,0,0,2026-02-17T13:27:12.443747,42
django__django-14580,0,Qwen/Qwen2.5-Coder-7B-Instruct,cc1c5a56121084f4dbb9398fed2c3a89b97c3eedd96f1bbe0928d0baea807838,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,4.138903856277466,4.138903856277466,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 38,False,git_apply_corrupt_patch:error: corrupt patch at line 38,0,0,0,2026-02-17T13:27:14.769638,42
django__django-14608,0,Qwen/Qwen2.5-Coder-7B-Instruct,7353698aae63e8a15948cbcaa8d62f52d8ce7495b10e708cb0e4198a266e9028,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,1.6442275047302246,1.6442275047302246,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 15,False,git_apply_corrupt_patch:error: corrupt patch at line 15,0,0,0,2026-02-17T13:27:22.959316,42
django__django-14667,0,Qwen/Qwen2.5-Coder-7B-Instruct,f6d368167006727531badf48b364a91bfa04123de861cdc9d52dec1976999640,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,2.5683367252349854,2.5683367252349854,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 26,False,git_apply_corrupt_patch:error: corrupt patch at line 26,0,0,0,2026-02-17T13:27:26.314342,42
django__django-14672,0,Qwen/Qwen2.5-Coder-7B-Instruct,f2fa6df4a3076abaf5f64f72a726ec30e6e9151d01b1964d7a325cf14e287e99,B-v2-step2-2,False,GEN,GEN_FAIL,llm_call_fail,,0.0604703426361084,0.0604703426361084,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",False,False,,,,0,0,0,2026-02-17T13:27:31.376480,42
django__django-14730,0,Qwen/Qwen2.5-Coder-7B-Instruct,0c746a5db6d624d78e55d81daa6ee3c3f217ee3f592b2e664d42c1551d03097e,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,1.6400742530822754,1.6400742530822754,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 11,False,git_apply_corrupt_patch:error: corrupt patch at line 11,0,0,0,2026-02-17T13:27:31.437423,42
django__django-14752,0,Qwen/Qwen2.5-Coder-7B-Instruct,33d3f259de4de68aa2301b73821928d97da44d5ee04fa33a4e709b9a59ddc43c,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,4.514019966125488,4.514019966125488,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 12,False,git_apply_corrupt_patch:error: corrupt patch at line 12,0,0,0,2026-02-17T13:27:34.645929,42
django__django-14787,0,Qwen/Qwen2.5-Coder-7B-Instruct,08b0cf03c26de17df153e6099bc2f252b36505b732f0049d6633f344e5e87de9,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,1.9672191143035889,1.9672191143035889,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 19,False,git_apply_corrupt_patch:error: corrupt patch at line 19,0,0,0,2026-02-17T13:27:43.613336,42
django__django-14855,0,Qwen/Qwen2.5-Coder-7B-Instruct,1d8e22dcb12c2802acdd0aff7a0f61b800ed9c61e84bf3f3eddcd8152786ec55,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,1.51981520652771,1.51981520652771,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 11,False,git_apply_corrupt_patch:error: corrupt patch at line 11,0,0,0,2026-02-17T13:27:47.467480,42
django__django-14915,0,Qwen/Qwen2.5-Coder-7B-Instruct,9253f797ab6d7fa867691d9dc76deba7068a06a02dbb5a04dcd2033b19f25dcc,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,2.3491032123565674,2.3491032123565674,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 21,False,git_apply_corrupt_patch:error: corrupt patch at line 21,0,0,0,2026-02-17T13:27:50.419438,42
django__django-14997,0,Qwen/Qwen2.5-Coder-7B-Instruct,23cd420e4895a0606d67f8c6f53249f6453e0629e2aa4e264178e08bc231c06a,B-v2-step2-2,False,GEN,GEN_FAIL,llm_call_fail,,0.04467415809631348,0.04467415809631348,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",False,False,,,,0,0,0,2026-02-17T13:27:55.028088,42
django__django-14999,0,Qwen/Qwen2.5-Coder-7B-Instruct,c8b12719bfe095c3166423ef7f622ec57ce552b828a3ff6eafe21b240e81639d,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,2.034651279449463,2.034651279449463,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 13,False,git_apply_corrupt_patch:error: corrupt patch at line 13,0,0,0,2026-02-17T13:27:55.073200,42
django__django-15061,0,Qwen/Qwen2.5-Coder-7B-Instruct,f6d756cbec3d799061d6354b4171f70656c9b5550175107bfce2677f87777ee4,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,1.7157442569732666,1.7157442569732666,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 11,False,git_apply_corrupt_patch:error: corrupt patch at line 11,0,0,0,2026-02-17T13:27:59.075966,42
django__django-15202,0,Qwen/Qwen2.5-Coder-7B-Instruct,7f1da07199eefda724d4b151c1f7ca52bbd09a52e83a1660d0739ad9e32c115a,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,2.5554330348968506,2.5554330348968506,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 22,False,git_apply_corrupt_patch:error: corrupt patch at line 22,0,0,0,2026-02-17T13:28:02.440220,42
django__django-15213,0,Qwen/Qwen2.5-Coder-7B-Instruct,1ee190dd3e35d020a99b1ecc861267b99228011e244e5e45c3b0b9def0b70a5a,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,1.4601914882659912,1.4601914882659912,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 14,False,git_apply_corrupt_patch:error: corrupt patch at line 14,0,0,0,2026-02-17T13:28:07.481771,42
django__django-15252,0,Qwen/Qwen2.5-Coder-7B-Instruct,75cf9946c03c43716f9fed3feb6a3386e1065f77872cf3c20dd9cb15b757fc2f,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,3.877174139022827,3.877174139022827,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 26,False,git_apply_corrupt_patch:error: corrupt patch at line 26,0,0,0,2026-02-17T13:28:10.324217,42
django__django-15320,0,Qwen/Qwen2.5-Coder-7B-Instruct,71c58246131dbc7dbd1be82535002c2f7ce068c06515c903ba4f3f4240ed932a,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,1.5390846729278564,1.5390846729278564,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 12,False,git_apply_corrupt_patch:error: corrupt patch at line 12,0,0,0,2026-02-17T13:28:17.689900,42
django__django-15347,0,Qwen/Qwen2.5-Coder-7B-Instruct,80d9bb23a57e8c88fac85f2ab183baded95f650bf811e206f5eecd481924f05c,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,2.2961313724517822,2.2961313724517822,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 19,False,git_apply_corrupt_patch:error: corrupt patch at line 19,0,0,0,2026-02-17T13:28:20.686500,42
django__django-15388,0,Qwen/Qwen2.5-Coder-7B-Instruct,14de46e5c701bf38afd9aa114a423edda38b445f0cc9f0ace0b55b536d356a28,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,2.0786805152893066,2.0786805152893066,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 20,False,git_apply_corrupt_patch:error: corrupt patch at line 20,0,0,0,2026-02-17T13:28:25.019753,42
django__django-15400,0,Qwen/Qwen2.5-Coder-7B-Instruct,197cd1b8eb7c80af5622067ba5aef53d2b0e3b23e2805e3d137e643e1de29a37,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,1.6947846412658691,1.6947846412658691,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 15,False,git_apply_corrupt_patch:error: corrupt patch at line 15,0,0,0,2026-02-17T13:28:29.103323,42
django__django-15498,0,Qwen/Qwen2.5-Coder-7B-Instruct,59f3c94936ec4f4586eac66710bf859e3a37ddc4a48f32182ed36f44a84be11f,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,1.4627623558044434,1.4627623558044434,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 13,False,git_apply_corrupt_patch:error: corrupt patch at line 13,0,0,0,2026-02-17T13:28:32.409817,42
django__django-15695,0,Qwen/Qwen2.5-Coder-7B-Instruct,a8ee8cfd309e281e509125c0e16b2a7c002e84ef7209a749f3556384a8d5f4b1,B-v2-step2-2,False,GEN,GEN_FAIL,invalid_diff_format,,2.048642635345459,2.048642635345459,True,80,"Existing files (choose from these):
setup.py
docs/conf.py
tests/urls.py
tests/runtests.py
django/__init__.py
django/__main__.py
django/db/utils.py
tests/apps/apps.py
tests/asgi/urls.py
tests/i18n/urls.py
tests/str/tests.py
tests/wsgi/urls.py
tests/wsgi/wsgi.py
django/core/asgi.py
django/core/wsgi.py
django/shortcuts.py
django/test/html.py
django/urls/base.py
django/urls/conf.py
django/utils/_os.py
... (+60 more)",True,True,git_apply_corrupt_patch:error: corrupt patch at line 13,False,git_apply_corrupt_patch:error: corrupt patch at line 13,0,0,0,2026-02-17T13:28:35.258623,42
